Partner Type,Local District,Organization/ Agency,Contact Link,Address,Full Address,City,Zip code,Phone number,Description,id,lon,lat
Health Care,W,COVID-19 Testing: Cedars Sinai,https://corona-virus.la/,8730 Alden Dr.,"8730 Alden Dr., Los Angeles, 90059",Los Angeles,90059,(310) 423-3277,"Must register in advance at LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",437,-118.3828082,34.0750072
Health Care,W,COVID-19 Testing: Crenshaw Christian Center,https://corona-virus.la/,7901 S. Vermont Ave.,"7901 S. Vermont Ave., Los Angeles, 90044",Los Angeles,90044,(323) 758-3777,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",438,-118.2917513,33.9677748
Health Care,W,COVID-19 Testing: VA Parking Lot 15,https://corona-virus.la/,100 Constitution Ave,"100 Constitution Ave, Los Angeles, 90095",Los Angeles,90095,NA,"Must register in advance at LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",439,-118.459646,34.0584731
Health Care,W,Venice Family Clinic,https://venicefamilyclinic.org/news/stories/changes-to-our-services/,604 Rose Ave,"604 Rose Ave, Venice, 90291",Venice,90291,(310) 392-8636,Low cost/free primary health clinic. Part of MyHealth LA program for undocumented immigrants. Pleasee see link for modified service and hours. Simms/Mann Clinic is temporarily closed at this time.,440,-118.4715237,33.9991486
Health Care,W,Washington Prep Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,1555 W. 110th St.,"1555 W. 110th St., Los Angeles, 90047",Los Angeles,90047,(323) 757-2775,Wellness Center,441,-118.3045271,33.9355174
Health Care,W,Claris Health,https://www.clarishealth.org/,11500 W Olympic Blvd #570,"11500 W Olympic Blvd , Los Angeles, 90064",Los Angeles,90064,(310) 268-8400,"Pregnancy testing, ultrasound, STD testing, prenatal care, therapy, case management, parenting classes (including court-mandated), support groups.",442,-118.4441018,34.0357522
Housing,C,Alexandria House,https://www.alexandriahouse.org/contact,426 S. Alexandria Ave,"426 S. Alexandria Ave, Los Angeles, 90020",Los Angeles,90020,(213) 381-2649,Transitional residence for women and children.,443,-118.2975853,34.0663208
Housing,C,Angel's Flight,https://catholiccharitiesla.org/angels-flight-for-runaway-and-homeless-youth/,357 S. Westlake Ave,"357 S. Westlake Ave, Los Angeles, 90057",Los Angeles,90057,(800) 833-2499 or (213) 318-5730,"Runaway shelter for at risk YOUTH age 10-17 who are in LA County, including pregnant and undocumented youth. 16 bed capacity, but are limiting it to 10. Still taking clients.",444,-118.2728757,34.0610472
Housing,C,Casa De Algeria,http://laoyc.org/location/casa-de-alegria,469 North Ave. 52,"469 North Ave. 52, Los Angeles, 90042",Los Angeles,90042,(323) 256-6975,"Provides housing services for women with children: boys up to age 10 and girls, age 12.",445,-118.2035774,34.1124883
Housing,C,Central Recreation Center,https://www.laparks.org/reccenter/central,1357 E. 22nd St,"1357 E. 22nd St, Los Angeles, 90011",Los Angeles,90011,(213) 485-4435,"47 co-ed emergency shelter beds and 3 meals are provided for the residents. Drop in- first come, first serve.",446,-118.2515202,34.020962
Housing,C,Downtown Women's Center,https://www.downtownwomenscenter.org/,442 S. San Pedro St.,"442 S. San Pedro St., Los Angeles, 90011",Los Angeles,90011,(213) 225-8032,"Meals, clothing, housing assistance. They are also available online",447,-118.2432057,34.0446522
Housing,C,Echo Park Community Center,https://www.laparks.org/reccenter/echo,1632 Bellevue Ave.,"1632 Bellevue Ave., Los Angeles, 90026",Los Angeles,90026,(213) 250-3578,29 co-ed emergency shelter beds. 3 meals provided for all residents. Drop in and waiting list.,448,-118.2600832,34.0697652
Housing,C,Good Shephard Center For Homeless Women,N/A,267 N. Belmont Ave.,"267 N. Belmont Ave., Los Angeles, 90026",Los Angeles,90026,(213) 250-5241,90 day shelter for homeless single women. Outreach services and houding support. Drop ins and outreach has been suspended temporarily.,449,-118.2635573,34.0666535
Housing,C,Lafayette Recreation Center,https://www.laparks.org/reccenter/lafayette-multipurpose-community,625 S. Lafayette Park Pl.,"625 S. Lafayette Park Pl., Los Angeles, 90057",Los Angeles,90057,(213) 384-0562,"44 co-ed emergency shelter beds and 3 meals are provided to residents. Drop in- first come, first serve.",450,-118.2833127,34.0620233
Housing,C,New Economics For Women,https://neweconomicsforwomen.org/programs-and-services-2/#housing,375 S. Columbia Ave,"375 S. Columbia Ave, Los Angeles, 90017",Los Angeles,90017,(213) 483-2058,"Affordable housing for working families, economic mobility workshops, home ownership program.",452,-118.2658641,34.0574142
Housing,C,Weingart Center,https://www.weingart.org/,566. S. San Pedro St.,"566. S. San Pedro St., Los Angeles, 90013",Los Angeles,90013,(213) 689-6132,Coed shelter: 48 male beds and 11 female beds. Open until September 2020.,454,-118.24493820000001,34.04248
Housing,E,Los Angeles House Of Ruth,https://losangeleshouseofruth.com/contact/,PO Box 33288,"PO Box 33288, Boyle Heights, 90033",Boyle Heights,90033,(323) 266-4139,"Emergency family shelter, transitional housing, permanent housing assistance, food nutrition program, mental health services for women and children.",456,-118.2147047,34.0448891
Housing,E,The Whole Child,https://www.thewholechild.org/,10155 Colima Road,"10155 Colima Road, Whittier, 90603",Whittier,90603,(562) 692-0383,Therapy-Medi-Cal and family housing (for SPA 7),457,-118.0108918,33.9436117
Housing,Various,Covenant House,https://covenanthousecalifornia.org/,1325 N. Western Ave,"1325 N. Western Ave, Los Angeles, 90027",Los Angeles,90027,(323) 461-3131,"Emergency shelter and transitional living residence, and permament supportive housing for homeless youth.",458,-118.3095278,34.0954759
Housing,Various,High Desert MACC,N/A,45150 60th St West.,"45150 60th St West., Lancaster, 93536",Lancaster,93536,NA,93 beds and site to remain open until September 2020.,459,-118.2351392,34.7035903
Housing,Various,HOPICS,https://www.hopics.org/,5715 S. Broadway,"5715 S. Broadway, Los Angeles, 90037",Los Angeles,90037,(323) 948-0444,"Provides housing support services (motel vouchers, shelters, Sec 8), mental health services, employment assistance, and primary health care. Meal support only for their existing clients only. Broadway office open for assistance. 5849 Crocker St. Los Angeles, CA 90003 office is still open for assistance.",460,-118.2786112,33.9900727
Housing,NE / NW,Los Angeles County Department of Mental Health - SA4 Housing Navigator,http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf,11839 Sherman Way,"11839 Sherman Way, North Hollywood, 91605",North Hollywood,91605,(818) 610-6737 or (818) 301-7988,"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement, showers, bathrooms, temporary storage space.",464,-118.3918515,34.2013574
Housing,NE/NW,LA Family Housing,https://lafh.org/,7843 Lankershim Blvd.,"7843 Lankershim Blvd., North Hollywood, 91605",North Hollywood,91605,(818) 982-4091,"Transitional living homes for homeless individuals, families, and individuals with HIV/AIDS.",465,-118.3880576,34.2137255
Housing,NW,North Hollywood Apartments VOA,https://www.voa.org/housing_properties/north-hollywood-apartments,6724 Tujunga Ave,"6724 Tujunga Ave, North Hollywood, 91606",North Hollywood,91606,(818) 769-3617,Affordable housing to families and individuals. Application process is required.,466,-118.3787795,34.1929015
Housing,NW,North Hollywood Recreation Center (Emergency Shelter),https://www.laparks.org/reccenter/north-hollywood,11430 Chandler St.,"11430 Chandler St., North Hollywood, 91601",North Hollywood,91601,(818) 763-7651,"36 emergency co-ed shelter beds. 3 meals are provided for the residents. Drop in , first come, first serve.",467,-118.3799724,34.1675946
Housing,NW,Northridge Recreation Center (Emergency Shelter),https://www.laparks.org/reccenter/northridge,18300 Lemarsh St.,"18300 Lemarsh St., Northridge, 91325",Northridge,91325,(818) 349-7341,"36 emergency co-ed shelter beds. 3 meals are provided for the residents. Drop in , first come, first serve.",468,-118.5312447,34.2549901
Housing,S,109th St. Recreation Center,N/A,1464 E. 109th St.,"1464 E. 109th St., Los Angeles, 90059",Los Angeles,90059,(323) 566-4561,"28 emergecy co-ed shelter beds. 3 meals provided daily to residents. Drop in, first come first servce basis.",469,-118.248962,33.9366006
Housing,S,Athens Park,N/A,12603 S. Broadway,"12603 S. Broadway, Los Angeles, 90061",Los Angeles,90061,(323) 903-5195,Coed 160 bed shelter. As of 4/8/20 at full capacity.,470,-118.279555,33.918247
Housing,S,Bryant Temple AME CDC,N/A,2514 W. Vernon Ave,"2514 W. Vernon Ave, Los Angeles, 90047",Los Angeles,90047,(323) 792-4162,Women only shelter 40 beds.,471,-118.3208758,34.0035565
Housing,S,Bryant Temple AME CDC,N/A,7900 S. Western Ave,"7900 S. Western Ave, Los Angeles, 90047",Los Angeles,90047,(323) 792-4162,Male only shelter 100 beds.,472,-118.3086389,33.9669572
Housing,S,Harbor Interfaith,https://www.harborinterfaith.org/,599 W. 9th Street,"599 W. 9th Street, San Pedro, 90731",San Pedro,90731,(310) 831-9123,Open Mon. - Fri.: 9:00 am - 5:00 pm. Walk-in service is available.,473,-118.2899582,33.7358207
Housing,S,Home At Last,https://www.homeatlastcdc.org/,5500 S. Hoover Ave,"5500 S. Hoover Ave, Los Angeles, 90037",Los Angeles,90037,(323) 305-6999,"Transitional housing for ages 18-24 years old, womens and mens shelter. Due to COVID-19, they are not taking in any new residents at this time.",474,-118.2868955,33.9920569
Housing,S,Sanctuary of Hope,http://www.thesoh.org/,"13245 Hawthorne Blvd, Suite 202","13245 Hawthorne Blvd, Suite 202, Hawthorne, 90250",Hawthorne,90250,(424) 374-8038,Ages 16-24; Call main number.,476,-118.353089,33.912318
Housing,S,SHIELDS for Families,https://www.shieldsforfamilies.org/community-family-services/,11601 S. Western,"11601 S. Western, Los Angeles, 90047",Los Angeles,90047,(310) 430-6420,"Resource Navigation, Case Management, Children Services, Substance Abuse, Mental Health Services, Visitation, Support Groups, Fatherhood Program, Domestic Violence, Educational & Vocational Services, Anger Management, Parenting Education, Housing, Food, Clothing, and Transportation.",477,-118.3102585,33.9284596
Housing,Various,Housing Rights Center,http://www.housingrightscenter.org/,"6320 Van Nuys Blvd., Ste. 311","6320 Van Nuys Blvd., Ste. 311, Van Nuys, 91401",Van Nuys,91401,800-477-5977,Assistance in finding housing and advising on legal rights as a tenant.,484,-118.4483873,34.1854513
Housing,Various,Interface,https://www.icfs.org/services/youth-crisis-homeless-services/,4001 Mission Oaks Blvd,"4001 Mission Oaks Blvd, Camarillo, 93012",Camarillo,93012,NA,Offers service for homeless youth,485,-119.0166234,34.2168562
Housing,Various,Noah's Anchorage,https://www.ciymca.org/locations/noahs-anchorage-ymca,301 W. Figueroa St.,"301 W. Figueroa St., Santa Barbara, 93101",Santa Barbara,93101,NA,"Staff at Noah’s is available 24 hours a day, 365 days a year. All of the services are offered at no cost to clients.Call 805-963-8775 or drop in at 301 West Figueroa St. to learn more.",489,-119.7065476,34.4190091
Housing,Various,Safe Families for Children,https://safe-families.org/,"17800 Woodruff Avenue, #F","17800 Woodruff Avenue, , Bellflower, 90706",Bellflower,90706,1-800-550-2445 x1234,"Offers a short term safe housing for children whose families are in crisis. Length of time children are hosted is case-by-case and dependent upon parents need, parents desire for help, host family availability, and matching the families together in a relationship that is supportive and sustainable.",492,-118.1162454,33.8711881
Housing,W,Cheviot Hills Recreation Center,https://www.laparks.org/reccenter/cheviot-hills,2511 Motor Ave.,"2511 Motor Ave., Los Angeles, 90064",Los Angeles,90064,(310) 837-5186,40 co-ed emergency shelter beds.,498,-118.4087923,34.0476419
Housing,W,First To Serve- West LA Armory,http://www.firsttoserve.org/,1300 Federal Ave,"1300 Federal Ave, Los Angeles, 90025",Los Angeles,90025,NA,This site has has been closed and all residents will be moved to Athens Park facility which is at capacity at this time and are temporarily suspending any new walk ins or clients.,499,-118.4565586,34.0484935
Housing,W,Friends Helping Friends,https://fhfla.org/,3701 Cherrywood Ave.,"3701 Cherrywood Ave., Los Angeles, 90018",Los Angeles,90018,(323) 293-9778,Sober transitional housing.,500,-118.3292788,34.019947
Housing,W,Harvest Home,https://www.harvesthomela.org/our-mission,2118 Wilshire Blvd PMB 358,"2118 Wilshire Blvd PMB 358, Los Angeles, 90403",Los Angeles,90403,(310) 452-1223,"Residential program for homeless pregnant women and babies. Mental health, job readiness, and parenting classes. Physical address is not listed for privacy and safety concerns. Please call to obtain physical address.",501,-118.4816466,34.0323655
Housing,W,LGBT Center,https://www.lgbtcenters.org/LGBTCenters/Center/6502/Los-Angeles-LGBT-Center,1118 McCadden Place,"1118 McCadden Place, Los Angeles, 90038",Los Angeles,90038,(323) 993-7400,Only Medical Svcs: 9:00 am - 7:30 pm. Must call first.,502,-118.337117,34.091755
Housing,W,Los Angeles LGBT Center McDonald/Wright Building,https://lalgbtcenter.org/,1625 N. Schrader Blvd.,"1625 N. Schrader Blvd., Los Angeles, 90028",Los Angeles,90028,(323) 993-7400,"Transitional housing for LGBTQ youth, 18-24 years old.",504,-118.3327323,34.1005519
Housing,W,Safe Place for Youth,http://www.safeplaceforyouth.org/covid_19_response?splash=1,2469 Lincoln Blvd,"2469 Lincoln Blvd, Venice, 90291",Venice,90291,(310) 902-2283,"Access Center open for basic survival needs on Tues., Wed., and Thurs. for Grab and Go: 11:00 am - 3:00 pm.",505,-118.4508001,33.9926759
Housing,W,Salvation Army-The Way In,https://thewayin.salvationarmy.org/,5941 Hollywood Blvd.,"5941 Hollywood Blvd., Los Angeles, 90028",Los Angeles,90028,(323) 469-2946,"Transitional age male youths only, ages 18-24. 40 beds. They are at full capacity, but emergecy beds are available for evening shelter from 6:30 pm.",506,-118.3193862,34.1021303
Housing,W,Upward Bound House,https://upwardboundhouse.org/,12841 W. Washington Blvd,"12841 W. Washington Blvd, Culver City, 90066",Culver City,90066,(310) 306-1865,Shelter for homeless families.,508,-118.438081,33.9956976
Housing,W,Westwood Recreation Center,https://www.laparks.org/reccenter/westwood,1350 Sepulveda Blvd.,"1350 Sepulveda Blvd., Los Angeles, 90025",Los Angeles,90025,(310) 473-3610,108 co-ed shelter beds. Daily drop ins at 9:00 am.,509,-118.448052,34.0532318
Legal,Various,CASA/LA,https://casala.org/,"201 Centre Plaza Drive, Suite 1100","201 Centre Plaza Drive, Suite 1100, Monterey Park, 91754",Monterey Park,91754,(323) 859-2888 ext 6303,CASA of Los Angeles serves young people between the ages of 0-21 currently living in Los Angeles County and who have an open dependency case at the Edmund D. Edelman Children’s Court or the Alfred J. McCourtney Juvenile Justice Center.,516,-118.1669402,34.0580626
Legal,Various,Community Action Support Association,https://www.facebook.com/pg/CASA501c3/about/?ref=page_internal,3646 Long Beach Blvd #202,"3646 Long Beach Blvd , Long Beach, 90807",Long Beach,90807,(562) 208-9048 (office) or (562) 472-5246 (cell),"Fee waivers, Citizenship, Renew/Replace Green Card, Renew/Replace Work Permit, Replace/Correct Certificate of Citizenship, Renew/Replace DACA, Petitions, Adjustments, Case Status and more. PLEASE NOTE: All of our Citizenship Classes ase closed until further notice.",518,-118.1890119,33.8236619
Legal,Various,Los Angeles Center for Law & Justice,https://www.laclj.org/,5301 Whittier Blvd 4th floor,"5301 Whittier Blvd 4th floor, Los Angeles, 90022",Los Angeles,90022,(323) 980-3500,"Free legal services. LACLJ provides survivors of domestic violence, sexual assault and/or human trafficking with free legal services and representation in the areas of immigration, family law and/or criminal justice advocacy, among other areas of practice.",523,-118.1556963,34.02040180000001
Legal,Various,Urban Peace Institute,https://www.urbanpeaceinstitute.org/smart-justice,"1910 Sunset Blvd., Suite 800","1910 Sunset Blvd., Suite 800, Los Angeles, 90026",Los Angeles,90026,(213) 404-0132,Legal Services related to Gang Database/Injunctions,524,-118.2613418,34.0773897
Legal,Various,Victims of Crime Resource Center,https://1800victims.org,3200 Fifth Avenue,"3200 Fifth Avenue, Sacramento, 95817",Sacramento,95817,1-800-842-8467,Information about victims’ rights and legal remedies. Callers are provided with a tailored list of referrals (depending on need of callers.) We help victims of all crimes at all stages of the criminal process.,525,-121.472337,38.54914
Legal,Various,Violence Intervention Program (VIP) Community Mental Health Center,https://violenceinterventionprogram.org/,1721 Griffin Avenue,"1721 Griffin Avenue, Los Angeles, 90031",Los Angeles,90031,323-221-2639,"Providing services mostly telehealth via Zoom.Therapy, family therapy, case management, individual rehab services.",526,-118.2117856,34.0634163
Educational,Various,Yetunde Price Resource Ctr,https://www.yprcla.org/,363 W Compton Blvd,"363 W Compton Blvd, Compton, 90220",Compton,90220,(310) 554-4638,"Online workshops, webinars and linkage to resources",527,-118.2280528,33.8960989
Educational,Various,Long Beach BLAST,https://www.lbblast.org/,"4201 Long Beach Blvd., Suite 201","4201 Long Beach Blvd., Suite 201, Long Beach, 90807",Long Beach,90807,(562) 437-7766 ext 207 (714) 910-5051,Academic Mentoring Services (Site Based),528,-118.1898371,33.8348295
Educational,Various,You Run This Town Foundation,https://www.yrttf.org/,"140 Linden Ave, Suite 291","140 Linden Ave, Suite 291, Long Beach, 90802",Long Beach,90802,(562) 269-0629,Enrichment and Life Skills Workshops for Youth. We are providing workshops every Wednesday at 11am and 2pm for youth and partner participation. Open to all.,543,-118.1861845,33.7689315
Educational,Various,Gals Starting Over,https://galsstartingover.org/,301 Avenue D,"301 Avenue D, Redondo Beach, 90277",Redondo Beach,90277,(310) 224-1272 (310) 486-5084,Career Workshop Series plus one-on-one coaching assistance and other job-related assistance,544,-118.3849537,33.82501269999999
Educational,Various,Ubuntu Institute of Learning,https://www.ubuntulearn.org/,"127 West 7th Street, Suite D","127 West 7th Street, Suite D, Long Beach, 90813",Long Beach,90813,(919) 886-6133,"Business development training for Nonprofits, Financial and housing workshops and counseling for families and individuals.",545,-118.1931503,33.7755013
Educational,Various,Echo (formerly known as Echo Parenting & Education),https://www.echotraining.org/online-courses/,1226 N. Alvarado Street,"1226 N. Alvarado Street, Los Angeles, 90026",Los Angeles,90026,(213) 484-6676 ext 326,Online Trauma-Informed Nonviolent Communication Parenting classes. OnlineTrauma-Informed trainings for professionals and community members.,546,-118.2625066,34.0787196
Educational,Various,Love Beyond Limits,https://www.lovebeyondlimits.org/,3515 Linden Ave #58,"3515 Linden Ave , Long Beach, 90807",Long Beach,90807,(310) 377-4857,"Provided: Mentoring, Emotional CPR, Zoom wokshops for youth 12-17 and Parents, Meals & Hygiene products",548,-118.1867295,33.8205897
Educational,Various,Positive Results Center,https://prc123.org,1128 W. Gardena Blvd.,"1128 W. Gardena Blvd., Gardena, 90247",Gardena,90247,(323) 787-9252,"Trauma awareness workshops for providers and educators, one-on-one mentoring, Compassion Care Calls (just making calls to let people know we care about them)",549,-118.2943884,33.881302
Educational,Various,Professional Community Intervention Training Institute International. BUILD Program.,https://www.pciti.net/,1409 W. Vernon Ave,"1409 W. Vernon Ave, Los Angeles, 90062",Los Angeles,90062,(800) 926-2155 - ofc (213) 219-9204 - cell,"Comprehensive Community Intervention/Certification Training, Urban Safety, Violence Reduction, Trauma Informed Assistance, Youth Mentoring, Juvenile Justice, Grass Roots Advocacy, Prison Re-entry, Strategic Organizational Development.",550,-118.3005962,34.004008
Educational,Various,Urban Peace Institute,https://www.urbanpeaceinstitute.org/,"1910 Sunset Blvd., Suite 800","1910 Sunset Blvd., Suite 800, Los Angeles, 90026",Los Angeles,90026,(213) 404-0132,"Training, Organizational Support, Legal Services related to Gang Database/Injunctions",552,-118.2613418,34.0773897
Educational,W,Al Wooten Jr. Youth Center,https://www.wootencenter.org/,9106 S Western Ave,"9106 S Western Ave, Los Angeles, 90047",Los Angeles,90047,(323) 756-7203 - ofc (323) 453-6533 - cell,"Free private tutoring, coding and Minecraft classes for students in grades 3-12 in the South Los Angeles area. Teen Talk discussion group Wed.- 6:00 p.m. - 7:00 p.m. College-prep meeting including SAT workshops and AKA Sorority, Inc. advisement to return soon online.",553,-118.3087265,33.9542203
Educational,W,Allies for Every Child,https://www.alliesforeverychild.org/,12120 Wagner Street,"12120 Wagner Street, Culver City, 90230",Culver City,90230,(310) 846-4100 ext 6100,"Working with existing Allies families to provide basic needs, P&A and FP support.",554,-118.417307,33.993094
Undocumented,C,LA County Office of Immigration,https://oia.lacounty.gov,East Los Angeles County Hall 4801 East 3rd Street,"East Los Angeles County Hall 4801 East 3rd Street, Los Angeles, 90022",Los Angeles,90022,Toll-free: 1-800-593-8222,Information on Coronavirus testing and treatment for uninsured LA County Residents.,564,-118.1606784,34.0338664
Undocumented,Various,DPSS,http://dpss.lacounty.gov/wps/portal/dpss/main/programs-and-services/cash-assistance-program-for-immigrants/!ut/p/b1/04_SjzQ3Mje0MLE0tdSP0I_KSyzLTE8syczPS8wB8aPM4t0MDAzc_Z2Cjdx9gExH_wAnb6-wQAMTMxOggkhkBQa-YW4GnkGGxr5O7uZGFmGGhPR76Uel5-QnAa0K149CVYzFLLACAxzA0UDfzyM_N1U_NyrHIjvLRBEAMP1qgg!!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0YwMDBHT0JTMjBFNkEwQU9TSjFVOEsxUzU3/,2601 Wilshire Blvd.,"2601 Wilshire Blvd., Los Angeles, 90057",Los Angeles,90057,(866) 613-3777,All DPSS offices closed but clients can still apply via website or call center. Offers cash benefits to undocumented elderly and/ or disabled LA County Residents.,569,-118.281577,34.0609361
Hygiene,W,Westside Infant-Family Network,https://winla.org/,"3701 Stocker St., Suite 204","3701 Stocker St., Suite 204, Los Angeles, 90008",Los Angeles,90008,(213) 290-6113,"Resource/ linkage support for items such as food, diapers, baby wipes, baby items, clothing, home supplies, learning toys.",575,-118.3378621,34.0071158
LGBTQ,Various,COLORS LGBTQ Youth Counseling Services,https://www.colorsyouth.org/,400 Corporate Pointe,"400 Corporate Pointe, Culver City, 90230",Culver City,90230,(310) 578-1080 ext 320,Counseling services,576,-118.3844059,33.9885647
LGBTQ,W,Safe Place For Youth,http://www.safeplaceforyouth.org/about,2469 Lincoln Blvd.,"2469 Lincoln Blvd., Venice, 90291",Venice,90291,(310) 902-2283,"Access Center open for basic survival needs on Tues., Wed., and Thurs. for Grab and Go: 11:00 am - 3:00 pm.",579,-118.4508001,33.9926759
Other,Various,Alliance for Community Empowerment (YouthBuild and GRYD Provider),Website,7227 Owensmouth Ave,"7227 Owensmouth Ave, Canoga Park, 91303",Canoga Park,91303,(818) 704-7884,"Gang Intervention, Re-entry Support, Online Education",583,-118.6017267,34.2018492
Other,NW,All Caring Solutions,Website,13800 Saticoy Street,"13800 Saticoy Street, Van Nuys, 91402",Van Nuys,91402,(877) 630-7191,Decedent transport/ holding/ prep/ EDRS Filing/cremation/ over sized cremations,584,-118.4335151,34.2096371
Other,Various,Bikers Against Child Abuse (B.A.C.A.),Website,P.O. Box 3251,"P.O. Box 3251, Winnetka, 91396",Winnetka,91396,(323) 599-7024,"Empower children to not be afraid of the world in which they live, Escort to court, guard house",585,-118.57,34.21
Other,Various,Broadlind Hotel,Website,149 Linden Ave,"149 Linden Ave, Long Beach, 90802",Long Beach,90802,(562) 310-5848,Hotel accommodation for travel professionals at a special discounted rate during COVID-19 .,586,-118.1865789,33.7690476
Other,NW,Free To Be Program,Website,17134 Devonshire Street,"17134 Devonshire Street, Northridge, 91325",Northridge,91325,(818) 203-9299,"Foster home agency that specializes in supporting/training foster homes for children, adolescents and adults with developmental disabilities.",587,-118.5065583,34.2573152
Other,C,Los Angeles City Attorney's Office Neighborhood Prosecutor 77th Police Department,Website,7600 S Broadway,"7600 S Broadway, Los Angeles, 90003",Los Angeles,90003,(213) 248-1340,Handle quality of life concerns in 77th Division's area and currently focused on complaints of businesses not in compliance with shut down orders in the City of Los Angeles,588,-118.2779687,33.9702803
Other,Various,Los Angeles County Funeral Director's Association,Website,6475 E. Pacific Coast Highway #340,"6475 E. Pacific Coast Highway , Long Beach, 90803",Long Beach,90803,​(562) 799-8499,"Legislation updates and county updates from Health Dept and Coroner Dept, dinners and educational workshops",589,-118.1083652,33.7575746
Other,Various,"Mission Basilica San Juan Capistrano, Outreach Ministry",Website,31520 Camino Capistrano,"31520 Camino Capistrano, San Juan Capistrano, 92675",San Juan Capistrano,92675,(949) 234-1360 ext 391,Referral Services,590,-117.6637218,33.5044108
Other,S,SHIELDS for Families,Website,11601 S. Western,"11601 S. Western, Los Angeles, 90047",Los Angeles,90047,(310) 430-6420,"Resource Navigation, Case Management, Children Services, Substance Abuse, Mental Health Services, Visitation, Support Groups, Fatherhood Program, Domestic Violence, Educational & Vocational Services, Anger Management, Parenting Education, Housing, Food, Clothing, and Transportation.",592,-118.3102585,33.9284596
Other,Various,Valley Funeral Home,Website,2121 West Burbank Blvd,"2121 West Burbank Blvd, Burbank, 91506",Burbank,91506,(818) 845-3766,Funeral Services,596,-118.3345517,34.1801869
Housing,Various,1736,http://www.1736familycrisiscenter.org/services.html,2116 Arlington Ave,"2116 Arlington Ave. Los Angeles, 90018",Los Angeles,90018,NA,Offers emergency shelter for youth,479,-118.3168452,34.0373769
